lat;lon;elevacion;pendiente;orientacion;temp_max;temp_media;temp_min;precipitacion;viento_medio;racha_max;dir_viento;humedad_media;prec_acum_7d;tmax_max_7d;dias_sin_lluvia;veg_Agricola;veg_Coniferas;veg_Frondosas;veg_Matorral;veg_Pastizal;veg_Urbano_Antropizado;veg_Urbano_Otros
38,57453;-0,175084;337,0;11,15;262,14;29,4;24,2;18,4;0,0;18,3;37,1;217,0;40,2;1,4;29,3;6,0;False;True;False;False;False;False;False
39,1316132752823;-0,5119895140810151;23,0;2,06;0,0;28,3;21,1;12,8;0,0;17,7;46,1;262,0;31,9;0,2;30,3;2,0;True;False;False;False;False;False;False
38,726687902142096;-0,3043223939378727;655,0;7,19;235,26;22,4;17,0;11,0;0,0;18,1;44,6;204,0;48,8;4,7;27,8;1,0;False;False;False;True;False;False;False
38,506651;-0,818318;483,0;2,89;27,07;12,2;7,6;3,1;0,0;1,1;8,6;4,0;68,6;9,4;16,5;1,0;False;False;False;False;True;False;False
39,924931;-1,041789;1228,0;23,44;133,15;27,3;21,4;15,6;0,0;3,9;13,9;15,0;72,2;7,000000000000007;33,4;4,0;False;True;False;False;False;False;False
39,202653;-0,463959;29,0;0,84;127,77;24,2;19,0;13,8;0,0;3,6;10,8;10,0;52,5;1,6000000000000143;32,5;1,0;False;False;True;False;False;False;False
39,506841;-1,49075;795,0;4,67;8,19;32,6;23,2;13,9;0,0;3,1;9,4;14,0;45,9;5,200000000000004;34,2;0,0;False;True;False;False;False;False;False
39,623822;-0,548619;162,0;1,34;270,0;31,6;25,2;18,7;0,0;5,3;10,8;12,0;44,7;0,0;37,2;19,0;False;False;False;True;False;False;False
40,084459;-0,156479;179,0;17,55;117,02;24,9;19,3;14,2;0,0;12,4;31,7;180,0;64,5;3,0;29,6;3,0;False;False;True;False;False;False;False
39,78959356874368;-0,5796907185700599;743,0;10,06;278,74;29,3;22,9;16,3;0,0;15,8;38,9;83,0;64,9;1,7;30,0;4,0;False;False;False;False;True;False;False
38,719286;-0,535725;851,0;15,45;268,14;15,1;9,5;4,0;0,0;12,9;37,8;55,0;61,2;4,8;18,1;1,0;False;True;False;False;False;False;False
38,93502942152522;-0,3805676642337749;227,0;1,68;203,2;30,6;23,9;17,6;0,0;15,6;34,9;86,0;62,7;0,0;32,8;7,0;True;False;False;False;False;False;False
39,04261566907533;-0,5057934093220384;75,0;16,26;326,27;32,7;25,6;20,5;0,0;16,7;33,8;111,0;69,5;1,3000000000000005;35,3;3,0;False;True;False;False;False;False;False
39,413454;-0,73567;351,0;4,11;180,0;12,3;9,6;6,8;0,2;33,2;72,7;277,0;64,6;3,3;18,3;0,0;True;False;False;False;False;False;False
38,31702886196516;-0,5469505919703966;47,0;2,5;128,12;30,0;25,6;22,2;0,5;16,6;36,0;136,0;79,5;0,0;31,9;7,0;False;False;False;False;True;False;False
40,54502834458626;0,2713931436223926;426,0;21,34;340,55;29,1;24,8;19,4;6,9;15,0;38,9;182,0;75,4;2,9;35,3;0,0;False;False;False;True;False;False;False
38,702822;-0,488608;773,0;33,37;142,29;20,6;15,1;10,2;0,0;5,9;20,9;342,0;51,8;0,0;21,5;7,0;False;False;False;True;False;False;False
38,547385;-0,091997;59,0;4,7;303,09;31,6;26,9;21,3;0,0;15,6;31,7;159,0;53,7;0,3;31,5;2,0;False;True;False;False;False;False;False
39,130026567250624;-1,004212028198752;858,0;17,34;291,97;23,7;16,2;7,6;0,0;15,2;38,9;59,0;54,1;1,7000000000000002;23,3;4,0;False;True;False;False;False;False;False
40,22692777019056;-0,3279456201831112;1141,0;13,69;104,96;23,0;17,6;14,6;16,3;9,8;32,4;177,0;82,9;26,1;23,5;0,0;False;True;False;False;False;False;False
39,26768369340346;-0,4902762730857957;82,0;8,35;156,71;20,3;17,9;15,9;0,9;14,0;29,5;60,0;87,1;36,8;26,2;0,0;False;False;False;False;True;False;False
40,163474;0,171312;2,0;0,51;0,0;30,5;26,2;22,0;0,0;2,8;8,1;16,0;69,8;0,0;30,1;23,0;False;False;False;False;False;False;True
